0.001,1.00299949950004
0.002,1.00599799600067
0.003,1.00899548650338
0.004,1.01199196801069
0.005,1.01498743752612
0.006,1.01798189205419
0.007,1.02097532860046
0.008,1.02396774417149
0.009,1.02695913577485
0.01,1.02994950041917
0.011,1.03293883511407
0.012,1.03592713687022
0.013,1.03891440269932
0.014,1.0419006296141
0.015,1.04488581462834
0.016,1.04786995475686
0.017,1.0508530470155
0.018,1.05383508842119
0.019,1.05681607599188
0.02,1.05979600674658
0.021,1.06277487770536
0.022,1.06575268588935
0.023,1.06872942832074
0.024,1.0717051020228
0.025,1.07467970401984
0.026,1.07765323133727
0.027,1.08062568100155
0.028,1.08359705004025
0.029,1.08656733548198
0.03,1.08953653435647
0.031,1.09250464369452
0.032,1.09547166052802
0.033,1.09843758188994
0.034,1.10140240481438
0.035,1.1043661263365
0.036,1.10732874349258
0.037,1.11029025332002
0.038,1.1132506528573
0.039,1.11620993914401
0.04,1.11916810922088
0.041,1.12212516012973
0.042,1.12508108891352
0.043,1.12803589261631
0.044,1.1309895682833
0.045,1.13394211296082
0.046,1.13689352369632
0.047,1.13984379753839
0.048,1.14279293153676
0.049,1.1457409227423
0.05,1.148687768207
0.051,1.15163346498403
0.052,1.1545780101277
0.053,1.15752140069345
0.054,1.16046363373789
0.055,1.1634047063188
0.056,1.1663446154951
0.057,1.16928335832688
0.058,1.1722209318754
0.059,1.17515733320309
0.06,1.17809255937354
0.061,1.18102660745153
0.062,1.18395947450301
0.063,1.18689115759511
0.064,1.18982165379616
0.065,1.19275096017565
0.066,1.19567907380428
0.067,1.19860599175394
0.068,1.2015317110977
0.069,1.20445622890985
0.07,1.20737954226588
0.071,1.21030164824246
0.072,1.2132225439175
0.073,1.21614222637009
0.074,1.21906069268056
0.075,1.22197793993043
0.076,1.22489396520247
0.077,1.22780876558065
0.078,1.23072233815016
0.079,1.23363467999744
0.08,1.23654578821014
0.081,1.23945565987715
0.082,1.24236429208861
0.083,1.24527168193588
0.084,1.24817782651157
0.085,1.25108272290954
0.086,1.25398636822489
0.087,1.25688875955397
0.088,1.25978989399441
0.089,1.26268976864505
0.09,1.26558838060603
